id,product,price,college,Sub Category,rating,stock,is_out_of_stock,views_count,wishlist_count,add_to_cart_count,buyers_count,discount_pct,final_price,price_range_category,stock_range,seasonality,effective_price,cart_to_view_ratio,wishlist_to_view_ratio,image
99,Templates Kit for engineering,370,engineering,Templates,3.3,26,0,231,8,27,11,12.1,271.95,High,Medium,Winter,325.23,0.11637931,0.034482759,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
100,High Qaulity Single Painting Brush - 4 cm,34,arts;architecture;engineering,Brushes,2.4,26,0,171,8,9,2,15.4,24.038,Low,Medium,Summer,28.764,0.052325581,0.046511628,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
101,Rulers Kit for architecture;engineering,72.4,architecture;engineering,Rulers,3.2,26,0,205,10,21,9,7.5,67.9112,Medium,Medium,Summer,66.97,0.101941748,0.048543689,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
102,KeepSmiling High Quality Detail Knife with 5 Blades No.0078,25,arts;architecture;engineering,Art Supplies,3.2,21,0,173,8,22,6,5.1,18.05,Low,Medium,Autumn,23.725,0.126436782,0.045977011,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
103,Rulers Kit for arts;architecture;engineering,232,arts;architecture;engineering,Rulers,2.9,25,0,226,15,18,5,22.9,228.056,High,Medium,Summer,178.872,0.079295154,0.066079295,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
104,Pan Wen Bo Abstract Expression Brush No.MK.18.2 - 50 mm,54.5,arts;architecture;engineering,Brushes,3.4,18,0,198,17,15,3,2,40.7115,Medium,Medium,Spring,53.41,0.075376884,0.085427136,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
105,S & A Yellow French Curve Set - 3 Pcs,27.5,arts;architecture;engineering,Art Supplies,3.8,11,0,182,8,34,14,28.7,25.685,Low,Medium,Winter,19.6075,0.18579235,0.043715847,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
106,Canson 80 cm Letter T Wooden Ruler,35,arts;architecture;engineering,Rulers,4.9,26,0,225,9,27,10,0.2,25.55,Low,Medium,Summer,34.93,0.119469027,0.039823009,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
107,Templates Kit for arts;architecture;engineering,130,arts;architecture;engineering,Templates,3.6,19,0,196,12,22,5,19.5,100.36,High,Medium,Summer,104.65,0.111675127,0.060913706,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
108,glass rod,6.5,chemical tools,chemical tools,3.7,19,0,203,10,19,7,4,4.745,Low,Medium,Autumn,6.24,0.093137255,0.049019608,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969883/freepik__the-style-is-candid-image-photography-with-natural__12399_ngrodu.png
109,K-MAX Art Works Artist Canvas 380 gm Size 40*40 cm No.HC-4040,9.75,arts;architecture;engineering,Canvas,3.4,19,0,207,8,25,5,16.4,7.1955,Low,Medium,Winter,8.151,0.120192308,0.038461538,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
110,Art Supplies Kit for arts,59,arts,Art Supplies,2.1,22,0,196,7,26,8,5.6,57.171,Medium,Medium,Summer,55.696,0.131979695,0.035532995,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
111,K-MAX White Wooden Board Size 60*80,115,arts;architecture;engineering,Art Boards and Bags,3.5,19,0,180,7,20,5,1,87.285,High,Medium,Autumn,113.85,0.110497238,0.038674033,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
112,endo ice ,1450,faculty of dentistry,chemical tools,3.5,20,0,213,2,20,8,25.8,1293.4,High,Medium,Autumn,1075.9,0.093457944,0.009345794,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
113,Rulers Kit for engineering,50,engineering,Rulers,5,22,0,196,15,20,6,12.7,47.1,Medium,Medium,Spring,43.65,0.101522843,0.076142132,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
114,Rulers Kit for engineering,25,engineering,Rulers,3.4,21,0,185,9,13,6,8.3,19.05,Low,Medium,Autumn,22.925,0.069892473,0.048387097,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
115,pipette holder,135,faculty of bio technology,liquid handling,3.7,15,0,223,7,18,6,28.4,133.92,High,Medium,Autumn,96.66,0.080357143,0.03125,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
116,rotary files ,12000,faculty of dentistry,chemical tools,3.5,17,0,213,8,25,7,2.5,10128,High,Medium,Summer,11700,0.11682243,0.037383178,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
117,dropper,3,faculty of veterinary medicine,liquid handling,2.6,17,0,203,9,13,5,10.5,2.307,Low,Medium,Autumn,2.685,0.06372549,0.044117647,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
118,Bakier Art Works Artist Canvas 280 gm Size 25*25 cm,26.25,arts;architecture;engineering,Canvas,4.4,20,0,184,9,12,5,5.3,19.08375,Low,Medium,Autumn,24.85875,0.064864865,0.048648649,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
119,scalpel,5,animal dissection,dissection tools,4.1,26,0,218,13,22,2,29.7,4.495,Low,Medium,Winter,3.515,0.100456621,0.059360731,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970508/0b0bc3d9-9235-4aff-8804-2d00d7e0717d_tzxsza.jpg
120,No.1 Colored Spray Paint - 400 ml,26,arts;architecture;engineering,Art Supplies,4.1,19,0,193,8,15,5,16.4,22.542,Low,High,Summer,21.736,0.077319588,0.041237113,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
121,Carioca Tempera Gouache Color Jar 500 ml No.40427,140,arts;architecture;engineering,Colors,2.8,21,0,189,15,17,7,24.4,115.5,High,Medium,Spring,105.84,0.089473684,0.078947368,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
122,M&G Pastel Gel Highlighter Pens Set No.Y503 - 9 Pcs,55,arts;architecture;engineering,Art Supplies,4.6,19,0,194,12,18,5,4.9,50.325,Medium,Medium,Spring,52.305,0.092307692,0.061538462,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
123,Rulers Kit for engineering,80,engineering,Rulers,2.4,25,0,188,12,19,2,9.1,71.52,Medium,Medium,Autumn,72.72,0.100529101,0.063492063,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
124,6-eye rack,10,faculty of agriculture,storage equipment,3.9,11,0,185,8,16,1,18.6,7.86,Low,Medium,Winter,8.14,0.086021505,0.043010753,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
125,Superior Classics Premium Quality Water Color Markers Set No.YSB-24A - 24 Color,75,arts;architecture;engineering,Colors,5,19,0,199,9,20,8,5.3,58.875,Medium,Medium,Summer,71.025,0.1,0.045,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
126,Rulers Kit for engineering,85,engineering,Rulers,2.8,22,0,166,8,15,3,15,69.53,Medium,Medium,Summer,72.25,0.089820359,0.047904192,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
127,dissecting plate,55,animal dissection,dissection tools,3.1,20,0,199,9,14,3,27.9,47.905,Medium,Medium,Spring,39.655,0.07,0.045,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970508/0b0bc3d9-9235-4aff-8804-2d00d7e0717d_tzxsza.jpg
128,Suture,15,faculty of agriculture,microscopy supplies,3.6,25,0,205,8,25,6,27.9,13.485,Low,Medium,Winter,10.815,0.121359223,0.038834951,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
129,Rulers Kit for engineering,30,engineering,Rulers,3.1,11,0,220,21,19,3,10.6,23.79,Low,Medium,Autumn,26.82,0.085972851,0.095022624,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
130,Artino Gold Leaves Foils - 10 Sheets,5.5,arts;architecture;engineering,Art Supplies,2.3,15,0,193,13,20,3,15.5,5.2745,Low,Medium,Summer,4.6475,0.103092784,0.067010309,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
131,Rulers Kit for engineering,17,engineering,Rulers,3.6,15,0,200,8,21,9,6,13.634,Low,Medium,Spring,15.98,0.104477612,0.039800995,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
132,MY Pearl 3D Paint Pens No.MY289 - 4 Pcs,75,arts;architecture;engineering,Colors,2.7,18,0,200,14,16,4,29.4,53.325,Medium,Medium,Winter,52.95,0.07960199,0.069651741,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
133,Rulers Kit for engineering,30,engineering,Rulers,3.9,29,0,186,10,11,4,15.6,28.95,Low,Medium,Winter,25.32,0.058823529,0.053475936,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
134,Storage Equipment Kit for arts;architecture;engineering,31,arts;architecture;engineering,storage equipment,2.8,19,0,212,4,26,10,6.2,22.258,Low,Medium,Summer,29.078,0.122065728,0.018779343,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
135,Pencils And Pens Kit for engineering,25,engineering,Pencils and Pens,4.7,27,0,210,9,21,11,25.3,24.55,Low,Low,Winter,18.675,0.099526066,0.042654028,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
136,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,27,arts;architecture;engineering,Colors,2.9,12,0,209,5,20,7,12.6,20.304,Low,Medium,Summer,23.598,0.095238095,0.023809524,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
137,Rulers Kit for engineering,100,engineering,Rulers,3.3,18,0,198,6,23,11,19.1,91.2,High,Medium,Autumn,80.9,0.115577889,0.030150754,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
138,Art Supplies Kit for arts,540,arts,Art Supplies,4.1,35,0,196,7,12,3,25.3,516.24,High,Medium,Summer,403.38,0.060913706,0.035532995,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
139,pipette holder,135,faculty of bio technology,liquid handling,2.6,30,0,196,10,23,9,9.3,133.92,High,Medium,Autumn,122.445,0.116751269,0.050761421,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
140,pipette 10 ,30,faculty of bio technology,liquid handling,3.7,15,0,198,9,19,9,17.3,21.36,Low,Medium,Spring,24.81,0.095477387,0.045226131,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
141,Regular tubes,5,faculty of agriculture,chemical tools,4.5,21,0,196,7,20,3,1.7,4.265,Low,Medium,Spring,4.915,0.101522843,0.035532995,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
142,zn poly carboxylate cement ,60,faculty of dentistry,chemical tools,2.3,23,0,182,8,21,5,7,55.32,Medium,Medium,Spring,55.8,0.114754098,0.043715847,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
143,Carioca Tempera Gouache Color Jar 500 ml No.40427,139.5,arts;architecture;engineering,Colors,3.6,31,0,211,9,21,8,4.2,115.6455,High,Medium,Spring,133.641,0.099056604,0.04245283,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
144,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,29,arts;architecture;engineering,Colors,3.7,25,0,207,9,14,3,19.3,23.461,Low,Medium,Winter,23.403,0.067307692,0.043269231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
145,rack12,13,faculty of bio technology,storage equipment,4.1,21,0,209,7,23,3,7.6,10.153,Low,Medium,Autumn,12.012,0.10952381,0.033333333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
146,sterilized gown,20,faculty of nursing,safety equipment,2.6,30,0,190,10,22,8,22.8,18.64,Low,Medium,Winter,15.44,0.115183246,0.052356021,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
147,Rulers Kit for engineering,20,engineering,Rulers,2.5,21,0,195,5,19,4,22.8,15.72,Low,Medium,Spring,15.44,0.096938776,0.025510204,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
148,Rulers Kit for engineering,10,engineering,Rulers,3.9,9,0,196,9,19,5,23.5,8.45,Low,Medium,Winter,7.65,0.096446701,0.045685279,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
149,KeepSmiling High Quality Metallic Marker No.JSB-1001,15,arts;architecture;engineering,Colors,3.7,15,0,199,14,17,8,4,12.93,Low,Medium,Winter,14.4,0.085,0.07,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
150,High Qaulity Single Painting Brush - 5 cm,34,arts;architecture;engineering,Brushes,3.7,17,0,215,10,23,5,15.8,32.572,Medium,Medium,Winter,28.628,0.106481481,0.046296296,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
151,M&G Single Round Painting Brush No.97886M Size.12,79,arts;architecture;engineering,Brushes,3.8,19,0,197,9,25,10,20.4,77.736,Medium,Medium,Winter,62.884,0.126262626,0.045454545,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
152,2 x 5 Paper Filter Papers 11cm,10,laboratory  tools,chemical tools,3,20,0,205,6,22,6,9.7,8.09,Low,Medium,Spring,9.03,0.106796117,0.029126214,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
153,Faber-Castell Creatice Studio 9 ml Oil Colors Set No.379512 - 12 Colors,67,arts;architecture;engineering,Colors,3.7,22,0,208,11,24,10,7.8,65.325,Medium,Medium,Spring,61.774,0.114832536,0.052631579,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
154,M&G Premium Quality Palette Of Acrylic Color 6 Colors No.AP976R1,24,arts;architecture;engineering,Colors,3.7,19,0,196,15,24,10,21.5,16.968,Low,Medium,Autumn,18.84,0.121827411,0.076142132,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
155,Maries Wide Painting Brush No.1754 - 5 cm,65,arts;architecture;engineering,Brushes,3,19,0,190,8,16,4,10.5,53.04,Medium,Medium,Winter,58.175,0.083769634,0.041884817,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
156,Art Rangers Oil Color Set 12 ml No.EO1212C-3 - 12 Color,126,arts;architecture;engineering,Colors,4.9,15,0,195,9,18,8,7.5,107.352,High,Medium,Summer,116.55,0.091836735,0.045918367,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
157,Matloub Single Flat Painting Brush Size.16,69.5,arts;architecture;engineering,Brushes,3.9,28,0,200,11,19,6,16.9,52.959,Medium,Medium,Winter,57.7545,0.094527363,0.054726368,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
158,KeepSmiling Artist Flat Brush High Quality Set No.A6118F - 6 Pcs,125,arts;architecture;engineering,Brushes,2.6,17,0,205,6,21,6,18.6,115,High,Medium,Autumn,101.75,0.101941748,0.029126214,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
159,Templates Kit for engineering,370,engineering,Templates,4,25,0,187,14,12,4,23.3,271.95,High,Medium,Winter,283.79,0.063829787,0.074468085,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
160,K-MAX 12 Color Artist Palette with a Brush No.1223 - Small Size,22.5,arts;architecture;engineering,Color Pallets,2.8,24,0,209,10,22,3,1.2,17.145,Low,Medium,Summer,22.23,0.104761905,0.047619048,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
161,Faber-Castell High Quality Soft Charcoal Pencil Pitt,27,arts;architecture;engineering,Pencils and Pens,4.1,18,0,181,6,13,5,5.2,26.595,Low,Medium,Winter,25.596,0.071428571,0.032967033,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
162,lab towel,5,faculty of veterinary medicine,cleaning supplies,4.4,21,0,203,9,24,6,23.3,4.89,Low,Medium,Autumn,3.835,0.117647059,0.044117647,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
163,Art Supplies Kit for arts,72,arts,Art Supplies,2.9,27,0,221,10,30,7,16,66.888,Medium,Medium,Summer,60.48,0.135135135,0.045045045,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
164,Rulers Kit for engineering,20,engineering,Rulers,4.2,19,0,221,10,20,7,24.2,15.72,Low,Medium,Spring,15.16,0.09009009,0.045045045,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
165,Rotring Fabric Art Board Bag Size 60*80,43.6,arts;architecture;engineering,Art Boards and Bags,3.8,15,0,197,11,20,5,13.5,38.804,Medium,Medium,Winter,37.714,0.101010101,0.055555556,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
166,Rulers Kit for engineering,20,engineering,Rulers,4.1,30,0,188,8,23,7,13.8,14.92,Low,Medium,Winter,17.24,0.121693122,0.042328042,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
167,High Quality Palette Of Colorful Water Color Set 12 Color With 1 brushe No.8020,99,arts;architecture;engineering,Colors,4.9,25,0,220,9,20,6,11.3,92.169,High,Medium,Autumn,87.813,0.090497738,0.040723982,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
168,M&G Single Round Painting Brush No.97886B Size.2,11.25,arts;architecture;engineering,Brushes,3.3,17,0,229,10,18,5,20.7,8.58375,Low,Medium,Winter,8.92125,0.07826087,0.043478261,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
169,Rulers Kit for engineering,20,engineering,Rulers,2.9,20,0,196,12,22,5,17.7,17.04,Low,Medium,Winter,16.46,0.111675127,0.060913706,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
170,Polishing disc,1160,faculty of dentistry,chemical tools,2.8,16,0,197,8,22,9,11.8,821.28,High,Medium,Winter,1023.12,0.111111111,0.04040404,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
171,dropper,3,faculty of veterinary medicine,liquid handling,2.9,23,0,209,4,22,7,5.6,2.307,Low,Medium,Autumn,2.832,0.104761905,0.019047619,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
172,No.1 Colored Spray Paint - 400 ml,26,arts;architecture;engineering,Art Supplies,3.4,15,0,168,7,23,5,0.1,21.528,Low,Medium,Autumn,25.974,0.136094675,0.041420118,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
173,KeepSmiling High Quality 12 ml Oil Color Set No.7112O With a Brush - 12 Colors,98.5,arts;architecture;engineering,Colors,3.8,15,0,226,9,30,6,2.7,74.86,Medium,Medium,Autumn,95.8405,0.13215859,0.039647577,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
174,Rulers Kit for engineering,1000,engineering,Rulers,3.7,15,0,198,14,24,7,3.2,710,High,Medium,Winter,968,0.120603015,0.070351759,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
175,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,4.1,18,0,199,10,18,5,17.1,54.873,Medium,High,Autumn,55.543,0.09,0.05,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
176,Corot Golden Art Foil Size A4 Size - 3 Pcs,180,arts;architecture;engineering,Art Supplies,3.5,16,0,202,8,17,8,22.8,136.98,High,Medium,Summer,138.96,0.083743842,0.039408867,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
177,High Quality Touch Marker Pens Bag No.CY818 - 48 Pcs,21,arts;architecture;engineering,Colors,4.6,16,0,178,15,22,5,13.7,15.057,Low,Medium,Winter,18.123,0.122905028,0.083798883,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
178,XBW Rough Round Tip Brushes Set - 12 Pcs,315,arts;architecture;engineering,Brushes,3.3,23,0,191,7,21,9,12.4,306.18,High,Medium,Autumn,275.94,0.109375,0.036458333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
